priority,category,impact_score,issue_type,player_name,player_id,team,pa,expected_value,actual_value,description

P1,B,7.0,empty_projection_active_player,545361,545361,,55,"{category: z_score, ...}",{},Active player (PA=55) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,695578,695578,,57,"{category: z_score, ...}",{},Active player (PA=57) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,701398,701398,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,669364,669364,,54,"{category: z_score, ...}",{},Active player (PA=54) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,608070,608070,,54,"{category: z_score, ...}",{},Active player (PA=54) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,671056,671056,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,686469,686469,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,592450,592450,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,663586,663586,,52,"{category: z_score, ...}",{},Active player (PA=52) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,691406,691406,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,682829,682829,,53,"{category: z_score, ...}",{},Active player (PA=53) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,683002,683002,,59,"{category: z_score, ...}",{},Active player (PA=59) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,677951,677951,,52,"{category: z_score, ...}",{},Active player (PA=52) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,677594,677594,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,686948,686948,,52,"{category: z_score, ...}",{},Active player (PA=52) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,701762,701762,,59,"{category: z_score, ...}",{},Active player (PA=59) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,672580,672580,,53,"{category: z_score, ...}",{},Active player (PA=53) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,805300,805300,,55,"{category: z_score, ...}",{},Active player (PA=55) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,670770,670770,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,680757,680757,,52,"{category: z_score, ...}",{},Active player (PA=52) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,607043,607043,,52,"{category: z_score, ...}",{},Active player (PA=52) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,670541,670541,,55,"{category: z_score, ...}",{},Active player (PA=55) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,621566,621566,,52,"{category: z_score, ...}",{},Active player (PA=52) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,621493,621493,,58,"{category: z_score, ...}",{},Active player (PA=58) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,691016,691016,,58,"{category: z_score, ...}",{},Active player (PA=58) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,665833,665833,,52,"{category: z_score, ...}",{},Active player (PA=52) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,802139,802139,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,669127,669127,,55,"{category: z_score, ...}",{},Active player (PA=55) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,608324,608324,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,805779,805779,,54,"{category: z_score, ...}",{},Active player (PA=54) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,514888,514888,,51,"{category: z_score, ...}",{},Active player (PA=51) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,624413,624413,,53,"{category: z_score, ...}",{},Active player (PA=53) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,666176,666176,,55,"{category: z_score, ...}",{},Active player (PA=55) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,663728,663728,,54,"{category: z_score, ...}",{},Active player (PA=54) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,663538,663538,,53,"{category: z_score, ...}",{},Active player (PA=53) has empty cat_scores - breaks waiver scoring

P1,B,7.0,empty_projection_active_player,687263,687263,,56,"{category: z_score, ...}",{},Active player (PA=56) has empty cat_scores - breaks waiver scoring

P2,C,4.0,null_team_field,682177,682177,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,667670,667670,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,666181,666181,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,621438,621438,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,666310,666310,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,668904,668904,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,545361,545361,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,686797,686797,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,695506,695506,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,687363,687363,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,593871,593871,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,670242,670242,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,650333,650333,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,660844,660844,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,682668,682668,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,695578,695578,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,686894,686894,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,641355,641355,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,595879,595879,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,677800,677800,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,608369,608369,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,642715,642715,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,701398,701398,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,592518,592518,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,808982,808982,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,666464,666464,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,519317,519317,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,681082,681082,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,650489,650489,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,669364,669364,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,694497,694497,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,664023,664023,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,664761,664761,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,665487,665487,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,681807,681807,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,694384,694384,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,673962,673962,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,596115,596115,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,694377,694377,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,666023,666023,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,663604,663604,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,630105,630105,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,689414,689414,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,608070,608070,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,671056,671056,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,687462,687462,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,664040,664040,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,641584,641584,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,663616,663616,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,575929,575929,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,691594,691594,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,676914,676914,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,621439,621439,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,686469,686469,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,700250,700250,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,592450,592450,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,645277,645277,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,678489,678489,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,593428,593428,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,683737,683737,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,687401,687401,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,624585,624585,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,669477,669477,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,641933,641933,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,663368,663368,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,592206,592206,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,660821,660821,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,807799,807799,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,676475,676475,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,642708,642708,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,694208,694208,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,680977,680977,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,810938,810938,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,691777,691777,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,681715,681715,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,669701,669701,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,663586,663586,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,686555,686555,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,671289,671289,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,665966,665966,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,641857,641857,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,702222,702222,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,688363,688363,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,669003,669003,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,691406,691406,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,666126,666126,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,647304,647304,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,682829,682829,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,668901,668901,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,672016,672016,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,668715,668715,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,660670,660670,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,802415,802415,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,672960,672960,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,808959,808959,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,691781,691781,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,679529,679529,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,518692,518692,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,572233,572233,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,666152,666152,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,666018,666018,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,547180,547180,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,700932,700932,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,642086,642086,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,686668,686668,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,683002,683002,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,670623,670623,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,677951,677951,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,671732,671732,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,677594,677594,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,650859,650859,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,681297,681297,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,693304,693304,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,686948,686948,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,656941,656941,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,693307,693307,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,656716,656716,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,609280,609280,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,672820,672820,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,680777,680777,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,686217,686217,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,571448,571448,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,605170,605170,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,701762,701762,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,695600,695600,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,681481,681481,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,669357,669357,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,672580,672580,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,663993,663993,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,678246,678246,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,668804,668804,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,683357,683357,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,694212,694212,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,643446,643446,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,672724,672724,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,691718,691718,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,671277,671277,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,805300,805300,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,800050,800050,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,680574,680574,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,682622,682622,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,677950,677950,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,641343,641343,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,670042,670042,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,694671,694671,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,669236,669236,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

P2,C,4.0,null_team_field,670770,670770,,,<team_abbrev>,NULL,Player has null/empty team field - breaks team-based filters

